ID,SITIO,BAIRRO,REGIONAL,MACROZONA,MICROZONA,SCN,STATUS,FINALIDADE,ENDERECO,VIA_SENTIDO,DESCRICAO,DATA_ATIVACAO,DATA_DESATIVACAO,FISCALIZACAO,FAIXAS_VIA,FXSTRAFDIR,FAIXAS_FIS,TEMCONTAGE,INFVELOCID,LONG,LAT
134,1385093,Benfica,SR 4,,,00044:H,Inativo,Fiscalização,Av. 13 de Maio x Av. Carapinima [O-L],Av. 13 de Maio [O-L],Cruzamento,20130606,20150730,Misto,2,2,3,S,S,"-38,540377","-3,739919"
406,FXE135,Benfica,SR 4,,,00455:C,Inativo,Fiscalização,"Av. Carapinima, entre 13 de Maio e Juvenal Galeno [S-N]",Av. Carapinima [S-N],Meio de quadra,20150629,20151201,Não-metrológico,3,1,1,S,N,"-38,539536","-3,73943"
238,1385125,Benfica,SR 4,,,00078:C,Ativo,Fiscalização,Av. da Universidade x Av. 13 de Maio [S-N],Av. da Universidade [S-N],Cruzamento,20150127,,Misto,5,5,5,S,S,"-38,539204","-3,741054"
240,1385126,Benfica,SR 4,,,00078:D,Inativo,Fiscalização,Av. 13 de Maio x Av. da Universidade [O-L],Av. 13 de Maio [O-L],Cruzamento,20150127,20170123,Misto,2,2,3,S,S,"-38,539245","-3,740923"
239,1385124,Benfica,SR 4,,,00078:B,Ativo,Fiscalização,Av. 13 de Maio x Av. da Universidade [L-O],Av. 13 de Maio [L-O],Cruzamento,20150127,,Misto,2,2,2,S,S,"-38,538968","-3,741061"
399,FXE325,Benfica,SR 4,,,00454:G,Inativo,Fiscalização,"Av. da Universidade, 2683 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,4,1,1,S,N,"-38,538524","-3,740374"
407,FXE136,Benfica,SR 4,,,00455:A,Inativo,Fiscalização,"Av. Carapinima, entre Edson A. de Oliveira e Rua Pequena [S-N]",Av. Carapinima [S-N],Meio de quadra,20150629,20151201,Não-metrológico,3,1,1,S,N,"-38,538693","-3,738717"
411,FXE140,Benfica,SR 4,,,00455:A,Inativo,Fiscalização,"Av. Carapinima, 2004 [N-S]",Av. Carapinima [N-S],Meio de quadra,20150629,20151201,Não-metrológico,3,1,1,S,N,"-38,538644","-3,73847"
400,FXE326,Benfica,SR 4,,,00380:C,Inativo,Fiscalização,"Av. da Universidade, 2591 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,537834","-3,739597"
408,FXE137,Benfica,SR 4,,,00455:A,Inativo,Fiscalização,"Av. Carapinima, 1821 [S-N]",Av. Carapinima [S-N],Meio de quadra,20150629,20151201,Não-metrológico,3,1,1,S,N,"-38,537238","-3,737124"
401,FXE327,Benfica,SR 4,,,00380:C,Inativo,Fiscalização,"Av. da Universidade, 2457 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20151201,Não-metrológico,3,1,1,S,N,"-38,536922","-3,738593"
409,FXE138,Benfica,SR 4,,,00455:A,Inativo,Fiscalização,"Av. Carapinima,1561 [S-N]",Av. Carapinima [S-N],Meio de quadra,20150629,20151201,Não-metrológico,3,1,1,S,N,"-38,535753","-3,735571"
270,1385089,Benfica,SR 4,,,00455:A,Inativo,Fiscalização,Av. Domingos Olímpio x Av. do Imperador [L-O],Av. Domingos Olímpio [L-O],Cruzamento,20131209,20170123,Misto,3,3,4,S,S,"-38,536539","-3,734858"
357,FS130,Benfica,SR 4,,,00455:A,Ativo,Fiscalização,"Av. Domingos Olímpio, 1400 [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,536239","-3,734919"
402,FXE328,Benfica,SR 4,,,00380:C,Inativo,Fiscalização,"Av. da Universidade, 2056 [S-N]",Av. da Universidade [S-N],Meio de quadra,20150115,20150922,Não-metrológico,3,1,1,S,N,"-38,53443","-3,735869"
165,1385207,Benfica,SR 4,,,00380:C,Ativo,Fiscalização,Av. da Universidade x Av. Domingos Olímpio [S-N],Av. da Universidade [S-N],Cruzamento,20130603,,Misto,3,3,3,S,S,"-38,534347","-3,735715"
500,FS125_C,Benfica,SR 4,,,00380:C,Ativo,Fiscalização,"Av. Domingos Olímpio, 26,40 m após a Av. da Universidade [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20151006,,Não-metrológico,3,0,0,S,N,"-38,533947","-3,735745"
358,FS131,Benfica,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 1112 [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,533782","-3,735641"
393,FS126,Benfica,SR 4,,,,Ativo,Fiscalização,"Av. Domingos Olímpio, 1071 [O-L]",Av. Domingos Olímpio [O-L],Meio de quadra,20150406,,Não-metrológico,3,2,2,S,N,"-38,532901","-3,736101"
392,FS125,Benfica,SR 4,,,00380:C,Ativo,Fiscalização,"Av. Domingos Olimpio, 1265 a 1195 [O-L]",Av. Domingos Olimpio [O-L],Meio de quadra,20151006,,Não-metrológico,3,2,2,S,N,"-38,534883","-3,735491"
499,FS131_C,Benfica,SR 4,,,00380:C,Ativo,Fiscalização,"Av. Domingos Olímpio, 83 m da Rua 24 de Maio [L-O]",Av. Domingos Olímpio [L-O],Meio de quadra,20150406,,Não-metrológico,3,0,0,S,N,"-38,534567","-3,735396"
74,FS002,Dendê,SR 8,,,00492:B,Inativo,Fiscalização,"Av. Bernardo Manuel, 9970 - Oposto [S-N]",Av. Bernardo Manuel [S-N],Travessia de pedestres,20130313,20170123,Metrológico,3,3,3,S,S,"-38,553509","-3,805737"
73,FS001,Dendê,SR 8,,,00168:C,Ativo,Fiscalização,"Av. Bernardo Manuel, 9280 [N-S]",Av. Bernardo Manuel [N-S],Travessia de pedestres,20130314,,Metrológico,3,2,2,S,S,"-38,552155","-3,800794"
76,FS004,Dendê,SR 8,,,00168:C,Inativo,Fiscalização,"Av. Bernardo Manuel, 8731 [S-N]",Av. Bernardo Manuel [S-N],Meio de quadra,20130313,20190316,Metrológico,3,2,2,S,S,"-38,550542","-3,79593"
658,1385378,Dendê,SR 8,,,00168:C,Ativo,Fiscalização,"Av. Bernardo Manuel, 8798 [N-S]",Av. Bernardo Manuel [N-S],Travessia de pedestres,20180410,,Misto,3,3,3,S,S,"-38,550884","-3,796632"
659,1385379,Dendê,SR 8,,,00168:C,Ativo,Fiscalização,"Av. Bernardo Manuel, 8851 [S-N]",Av. Bernardo Manuel [S-N],Travessia de pedestres,20180410,,Misto,3,3,3,S,S,"-38,550812","-3,796799"
159,1385032,Mondubim,SR 10,,,00199:D,Inativo,Fiscalização,Rua Wenefrido Melo x Av. Godofredo Maciel [O-L],R. Wenefrido Melo [O-L],Cruzamento,20130605,20140701,Misto,2,2,3,S,S,"-38,574913","-3,811744"
157,1385030,Mondubim,SR 10,,,00199:A,Ativo,Fiscalização,Av. Godofredo Maciel x Rua Wenefrido Melo [N-S],Av. Godofredo Maciel [N-S],Cruzamento,20130605,,Misto,3,3,3,S,S,"-38,57474","-3,811549"
158,1385031,Mondubim,SR 10,,,00199:B,Inativo,Fiscalização,Av. Presidente Costa e Silva x Av. Godofredo Maciel [L-O],Av. Pres. Costa e Silva [L-O],Cruzamento,20130605,20170123,Misto,3,3,4,S,S,"-38,574566","-3,811758"
336,1385226,Mondubim,SR 10,,,00350:H,Ativo,Fiscalização,Av. Presidente Costa e Silva x Rua Cel. Tibúrcio [O-L],Av. Pres. Costa e Silva [O-L],Cruzamento,20141111,,Misto,3,1,2,S,S,"-38,573816","-3,81213"
15,AT041,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,"Av. Presidente Costa e Silva, após 46,9 metros da Rua Onze [O-L]",Av. Pres. Costa e Silva [O-L],Meio de quadra,20130312,20200812,Metrológico,3,3,3,S,S,"-38,568629","-3,815838"
141,AT076,Mondubim,SR 10,,,00199:A,Inativo,Fiscalização,"Av. Godofredo Maciel, 3800 [N-S]",Av. Godofredo Maciel [N-S],Meio de quadra,20130429,20170123,Metrológico,3,3,3,S,S,"-38,57364","-3,808324"
142,AT089,Mondubim,SR 10,,,00199:A,Ativo,Fiscalização,"Av. Godofredo Maciel, 3800 - Oposto [S-N]",Av. Godofredo Maciel [S-N],Meio de quadra,20130429,,Metrológico,3,2,2,S,S,"-38,573536","-3,808346"
23,FS040,Mondubim,SR 10,,,00350:F,Ativo,Fiscalização,"Av. Presidente Costa e Silva, 1734 - Oposto [L-O]",Av. Pres. Costa e Silva [L-O],Meio de quadra,20130313,,Metrológico,3,3,3,S,S,"-38,565626","-3,817519"
286,FS115,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,"Av. Presidente Costa e Silva, 2140 [O-L]",Av. Pres. Costa e Silva [O-L],Meio de quadra,20140603,20201028,Metrológico,3,2,2,S,S,"-38,563654","-3,818652"
287,FS114,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,"Av. Presidente Costa e Silva, 89m antes da Rua Cialne [L-O]",Av. Pres. Costa e Silva [L-O],Meio de quadra,20140603,20200608,Metrológico,3,3,3,S,S,"-38,562413","-3,819092"
103,1385101,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,Av. Presidente Costa e Silva x Av. Bernardo Manuel [O-L],Av. Pres. Costa e Silva [O-L],Cruzamento,20130404,20150730,Misto,3,3,4,S,S,"-38,558364","-3,821112"
102,1385102,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,Av. Bernardo Manuel x Av. Presidente Costa e Silva [N-S],Av. Bernardo Manuel [N-S],Cruzamento,20130405,20160606,Não-metrológico,3,3,4,S,N,"-38,558225","-3,820954"
31,FS016,Mondubim,SR 10,,,00492:B,Inativo,Fiscalização,"Av. Benjamim Brasil, 619 - Oposto [O-L]",Av. Benjamim Brasil [O-L],Meio de quadra,20130220,20160204,Metrológico,2,2,2,S,S,"-38,567339","-3,804796"
98,FS091,Mondubim,SR 10,,,00350:F,Inativo,Fiscalização,"Av. Bernardo Manuel, 10935 [S-N]",Av. Bernardo Manuel [S-N],Meio de quadra,20130314,20170123,Metrológico,3,3,3,S,S,"-38,556227","-3,814697"
138,1385200,Mondubim,SR 10,,,00492:B,Ativo,Fiscalização,Av. Bernardo Manuel x Rua Benjamim Brasil [N-S],Av. Bernardo Manuel [N-S],Cruzamento,20130702,,Misto,3,3,3,S,S,"-38,554858","-3,809822"
758,FS145,Mondubim,SR 10,,,00350:F,Ativo,Fiscalização,"Av. Presidente Costa e Silva, 2145 - Oposto [O-L]",Av. Pressidente Costa e Silva [O-L],Meio de quadra,20201029,,Metrológico,3,3,3,S,S,"-38,562657","-3,819108"
759,FS144,Mondubim,SR 10,,,00350:F,Ativo,Fiscalização,"Av. Presidente Costa e Silva, 2403 [L-O]",Av. Pressidente Costa e Silva [L-O],Meio de quadra,20201029,,Metrológico,3,3,3,S,S,"-38,560709","-3,819893"
760,AT240,Mondubim,SR 10,,,00350:F,Ativo,Fiscalização,"Av. Presidente Costa e Silva, 1712 [O-L]",Av. Presidente Costa e Silva [O-L],Meio de quadra,20200812,,Metrológico,3,3,3,S,S,"-38,566612","-3,817215"
761,TRN10,Mondubim,SR 10,,,00350:F,Pendente,Fiscalização,"Av. Presidente Costa e Silva, 897 [L-O]",Av. Presidente Costa e Silva [L-O],Travessia de pedestres,,,Misto,3,3,3,S,S,"-38,571007","-3,812918"
762,TRN11,Mondubim,SR 10,,,00350:F,Pendente,Fiscalização,"Av. Presidente Costa e Silva, 897 - Oposto [O-L]",Av. Presidente Costa e Silva [O-L],Travessia de pedestres,,,Misto,3,3,3,S,S,"-38,571047","-3,81302"
763,FS146,Mondubim,SR 10,,,00492:K,Ativo,Fiscalização,"Av. Godofredo Maciel, 3555 - Oposto [N-S]",Av. Godofredo Maciel [N-S],Meio de quadra,20201029,,Metrológico,3,3,3,S,S,"-38,57317","-3,806822"
30,FS017,Jardim Cearense,SR 10,,,00492:B,Inativo,Fiscalização,"Av. Benjamim Brasil, 651 [L-O]",Av. Benjamim Brasil [L-O],Meio de quadra,20130220,20160202,Metrológico,2,2,2,S,S,"-38,56722","-3,80471"
16,AT042,Vila Peri,SR 4,,,,Inativo,Fiscalização,"Rua Raimundo Neri, 531 [S-N]",R. Raimundo Neri [S-N],Meio de quadra,20130312,20201211,Metrológico,2,2,2,S,S,"-38,586833","-3,793013"
85,AT012,Vila Peri,SR 4,,,,Inativo,Fiscalização,"Av. General Osório de Paiva, 2821 [S-N]",Av. Gen. Osório de Paiva [S-N],Meio de quadra,20130322,20160901,Metrológico,3,3,3,S,S,"-38,585807","-3,788107"
92,AT044,Vila Peri,SR 4,,,,Inativo,Fiscalização,"Av. General Osório de Paiva, 2059 [S-N]",Av. Gen. Osório de Paiva [S-N],Meio de quadra,20130402,20200923,Metrológico,3,3,3,S,S,"-38,580692","-3,784699"
10,AT043,Vila Peri,SR 4,,,,Inativo,Fiscalização,"Av. General Osório de Paiva, 2026 [N-S]",Av. Gen. Osório de Paiva [N-S],Meio de quadra,20130322,20170123,Metrológico,3,3,3,S,S,"-38,580287","-3,784293"
679,1385390,Vila Peri,SR 4,,,,Ativo,Fiscalização,Av. General Osório de Paixa x Rua Raimundo Nery [S-N],Av. Gen. Osório de Paixa [S-N],Cruzamento,20190121,,Não-metrológico,3,3,4,S,N,"-38,588059","-3,790456"
764,AT241,Vila Peri,SR 4,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 2165 [S-N]",Av. General Osório de Paiva [S-N],Meio de quadra,20200923,,Metrológico,3,3,3,S,S,"-38,581536","-3,785212"
765,AT242,Vila Peri,SR 4,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 2165 - Oposto [N-S]",Av. General Osório de Paiva [N-S],Meio de quadra,20200923,,Metrológico,3,3,3,S,S,"-38,581596","-3,785099"
769,1385447,Vila Peri,SR 4,,,,Ativo,Fiscalização,Av. Augusto dos Anjos x Rua Primeiro de Maio [S-N],Av. Augusto dos Anjos [S-N],Cruzamento,20200928,,Misto,2,2,2,S,S,"-38,582939","-3,784576"
17,AT045,Bom Jardim,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 4380 [N-S]",Av. Gen. Osório de Paiva [N-S],Meio de quadra,20130402,,Metrológico,3,2,2,S,S,"-38,594135","-3,796434"
34,1385076,Bom Jardim,SR 5,,,,Inativo,Fiscalização,"Rua Oscar Araripe, 752 [L-O]",R. Oscar Araripe [L-O],Travessia de pedestres,20130228,20170510,Misto,2,2,2,S,S,"-38,598054","-3,791591"
753,1385435,Bom Jardim,SR 5,,,,Ativo,Fiscalização,Av. General Osório de Paiva x Rua Pedro Martins [N-S],Av. Gen. Osório de Paiva [N-S],Cruzamento,20200427,,Misto,3,3,3,S,S,"-38,598321","-3,800769"
66,FS085,Prefeito José Walter,SR 8,,,00350:G,Inativo,Fiscalização,"Av. João de Araújo Lima, 2190 [N-S]",Av. João de Araújo Lima [N-S],Meio de quadra,20130221,20161214,Metrológico,2,2,2,S,S,"-38,562462","-3,841088"
5,FS024,Prefeito José Walter,SR 8,,,00350:F,Inativo,Fiscalização,"Av. João de Araújo Lima, 1241 - Oposto [N-S]",Av. João de Araújo Lima [N-S],Travessia de pedestres,20130221,20201211,Metrológico,2,2,2,S,S,"-38,560697","-3,832896"
101,1385099,Prefeito José Walter,SR 8,,,00350:F,Inativo,Fiscalização,Av. Presidente Costa e Silva x Av. Bernardo Manuel [L-O],Av. Pres. Costa e Silva [L-O],Cruzamento,20130404,20140719,Misto,3,3,4,S,S,"-38,558061","-3,821095"
97,FS075,Prefeito José Walter,SR 8,,,00350:F,Inativo,Fiscalização,"Av. Presidente Costa e Silva, 2913 - Oposto [O-L]",Av. Pres. Costa e Silva [O-L],Meio de quadra,20130313,20201211,Metrológico,3,3,3,S,S,"-38,554757","-3,822233"
178,1385191,Prefeito José Walter,SR 8,,,00350:F,Ativo,Fiscalização,Av. Presidente Costa e Silva x Av. Presidente Juscelino Kubischek [O-L],Av. Pres. Costa e Silva [O-L],Travessia de pedestres,20130731,,Misto,3,3,3,S,S,"-38,539704","-3,825677"
78,FS006,Prefeito José Walter,SR 8,,,00350:F,Inativo,Fiscalização,"Av. Presidente Costa e Silva, 5255 - Oposto [O-L]",Av. Pres. Costa e Silva [O-L],Travessia de pedestres,20130301,20201211,Metrológico,3,3,3,S,S,"-38,533314","-3,828216"
149,1385180,Canindezinho,SR 10,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 5841 [S-N]",Av. Gen. Osório de Paiva [S-N],Travessia de pedestres,20130521,,Misto,3,3,3,S,S,"-38,604774","-3,8077"
18,AT046,Canindezinho,SR 10,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 4337 [S-N]",Av. Gen. Osório de Paiva [S-N],Meio de quadra,20130402,,Metrológico,3,3,3,S,S,"-38,593981","-3,796534"
754,1385436,Canindezinho,SR 10,,,,Ativo,Fiscalização,Av. General Osório de Paiva x Rua Pedro Martins [S-N],Av. Gen. Osório de Paiva [S-N],Cruzamento,20200427,,Misto,3,3,3,S,S,"-38,598271","-3,801014"
87,AT059,Novo Mondubim,SR 10,,,00492:D,Inativo,Fiscalização,"Av. Waldir Diogo, 850 [O-L]",Av. Waldir Diogo [O-L],Meio de quadra,20130508,20160206,Metrológico,2,2,2,S,S,"-38,585777","-3,804099"
682,ATTESTE1,Parque Manibura,SR 6,,,00489:D,Inativo,Teste,Av. Oliveira Paiva x Rua Lídia Brígido [L-O],Av. Oliveira Paiva [L-O],Cruzamento,,,Não-metrológico,2,0,0,S,N,"-38,48402","-3,796042"
267,TST05,Jardim das Oliveiras,SR 6,,,00256:A,Inativo,Teste,Av. Rogaciano Leite x Rua José Leon [N-S],Av. Rogaciano Leite [N-S],Cruzamento,,,Não-metrológico,2,0,0,S,N,"-38,503579","-3,787279"
22,FS073,Jardim das Oliveiras,SR 6,,,00256:A,Inativo,Fiscalização,"Av. Rogaciano Leite, 2821 - Oposto [N-S]",Av. Rogaciano Leite [N-S],Travessia de pedestres,20130204,20170123,Metrológico,2,2,2,S,S,"-38,502513","-3,783408"
21,FS072,Jardim das Oliveiras,SR 6,,,00256:A,Inativo,Fiscalização,"Av. Rogaciano Leite, 2819 [S-N]",Av. Rogaciano Leite [S-N],Travessia de pedestres,20130204,20201211,Metrológico,2,2,2,S,S,"-38,502344","-3,783122"
225,AT205,Edson Queiroz,SR 7,,,00559:B,Inativo,Fiscalização,"Av. Edilson Brasil Soares, 1725 [L-O]",Av. Edilson Brasil Soares [L-O],Meio de quadra,20130917,20170123,Metrológico,2,2,2,S,S,"-38,470415","-3,788552"
187,1385029,Siqueira,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 7613 [S-N]",Av. Gen. Osório de Paiva [S-N],Travessia de pedestres,20130919,,Misto,3,3,3,S,S,"-38,6156","-3,818744"
186,1385028,Siqueira,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 7600 [N-S]",Av. Gen. Osório de Paiva [N-S],Travessia de pedestres,20130919,,Misto,3,3,3,S,S,"-38,61573","-3,818608"
148,1385179,Siqueira,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 5841 - Oposto [N-S]",Av. Gen. Osório de Paiva [N-S],Travessia de pedestres,20130521,,Misto,3,3,3,S,S,"-38,604918","-3,807571"
686,1385409,Siqueira,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 6128 [N-S]",Av. Gen. Osório de Paiva [N-S],Travessia de pedestres,20190424,,Misto,3,3,3,S,S,"-38,607438","-3,810175"
687,1385410,Siqueira,SR 5,,,,Ativo,Fiscalização,"Av. General Osório de Paiva, 6128 - Oposto [S-N]",Av. Gen. Osório de Paiva [S-N],Travessia de pedestres,20190424,,Misto,3,3,3,S,S,"-38,607329","-3,810293"
564,1385828,Coaçu,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua Barão de Aquiraz, 46m após a Rua Wenceky Félix [L-O]",R. Barão de Aquiraz [L-O],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,48236","-3,843555"
566,1385830,Coaçu,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua José Hipólito, 30m após a Rua Miguel Gurgel [O-L]",R. José Hipólito [O-L],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,480974","-3,838336"
565,1385829,Paupina,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua Barão de Aquiraz, 46m antes da Rua Wenceky Félix [O-L]",R. Barão de Aquiraz [O-L],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,482264","-3,843759"
621,1385012,Serrinha,SR 8,,,00168:D,Inativo,Fiscalização,"Av. Dedé Brasil, 1700 - Oposto [L-O]",Av. Dedé Brasil [L-O],Travessia de pedestres,20130917,20140210,Misto,3,3,3,S,S,"-38,551214","-3,785795"
343,AT220,Serrinha,SR 8,,,00168:A,Inativo,Fiscalização,"Rua Dr. Justa Araujo, 525 - Oposto [S-N]",R. Dr. Justa Araujo [S-N],Meio de quadra,20150121,20170123,Metrológico,2,2,2,S,S,"-38,551855","-3,780657"
276,1385228,Serrinha,SR 8,,,00168:D,Ativo,Fiscalização,"Av. Dr. Silas Munguba, 1700 - Oposto [L-O]",Av. Dr. Silas Munguba [L-O],Travessia de pedestres,20140210,,Misto,3,3,3,S,S,"-38,551282","-3,785762"
278,1385231,Serrinha,SR 8,,,00168:B,Ativo,Fiscalização,Av. Dr. Silas Munguba x Av. Bernardo Manuel [L-O],Av. Dr. Silas Munguba [L-O],Cruzamento,20140211,,Misto,2,2,2,S,S,"-38,547791","-3,787607"
242,1385213,Serrinha,SR 8,,,00168:A,Ativo,Fiscalização,"Av. Bernardo Manuel, 7210 - Oposto [S-N]",Av. Bernardo Manuel [S-N],Travessia de pedestres,20131014,,Misto,4,4,4,S,S,"-38,546087","-3,781542"
619,1385015,Serrinha,SR 8,,,00168:B,Inativo,Fiscalização,Av. Pedro Ramalho x Av. Bernardo Manuel [L-O],Av. Pedro Ramalho [L-O],Cruzamento,20130416,20140211,Misto,2,2,3,S,S,"-38,547711","-3,787648"
79,FS021,Cajazeiras,SR 9,,,00256:D,Inativo,Fiscalização,"Av. Dep. Paulino Rocha, 1441 - Oposto [L-O]",Av. Deputado Paulino Rocha [L-O],Meio de quadra,20130322,20201211,Metrológico,2,2,2,S,S,"-38,510377","-3,811223"
83,FS084,Cajazeiras,SR 9,,,00256:D,Ativo,Fiscalização,"Av. Dep. Paulino Rocha, 1001 - Oposto [N-S]",Av. Deputado Paulino Rocha [N-S],Meio de quadra,20130322,,Metrológico,2,2,2,S,S,"-38,508371","-3,806523"
82,FS074,Cajazeiras,SR 9,,,00256:D,Ativo,Fiscalização,"Av. Dep. Paulino Rocha, 1001 [S-N]",Av. Deputado Paulino Rocha [S-N],Meio de quadra,20130322,,Metrológico,2,2,2,S,S,"-38,508263","-3,80664"
421,1385310,Cajazeiras,SR 9,,,00256:D,Ativo,Fiscalização,"Av. Dep. Paulino Rocha, 46 [N-S]",Av. Deputado Paulino Rocha [N-S],Travessia de pedestres,20150825,,Misto,2,2,2,S,S,"-38,507652","-3,801954"
422,1385311,Cajazeiras,SR 9,,,00256:D,Ativo,Fiscalização,"Av. Dep. Paulino Rocha, 46 - Oposto [S-N]",Av. Deputado Paulino Rocha [S-N],Travessia de pedestres,20150825,,Misto,2,2,2,S,S,"-38,507522","-3,801977"
555,1385819,Cajazeiras,SR 9,,,00256:C,Inativo,Coleta de Dados,"Av. Frei Cirilo, 3571 [N-S]",Av. Frei Cirilo [N-S],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,498206","-3,815648"
590,AT231,Cambeba,SR 6,,,00489:C,Inativo,Fiscalização,"Rua Crisanto Moreira da Rocha, 1590 - Oposto [S-N]",R. Crisanto Moreira da Rocha [S-N],Meio de quadra,20160927,20201211,Metrológico,2,2,2,S,S,"-38,481427","-3,801892"
589,AT232,Cambeba,SR 6,,,00489:C,Inativo,Fiscalização,"Rua Crisanto Moreira da Rocha, 1477 - Oposto [N-S]",R. Crisanto Moreira da Rocha [N-S],Meio de quadra,20160927,20201211,Metrológico,2,2,2,S,S,"-38,481376","-3,80136"
279,TST09,Cambeba,SR 6,,,00256:C,Inativo,Teste,"Av. Viena Wayne, 188 [O-L]",Av. Viena Wayne [O-L],Meio de quadra,,,Não-metrológico,,0,0,S,N,"-38,492399","-3,80085"
683,ATTESTE2,Cambeba,SR 6,,,00489:D,Inativo,Teste,Av. Oliveira Paiva x Rua Lídia Brígido [O-L],Av. Oliveira Paiva [O-L],Cruzamento,,,Não-metrológico,2,0,0,S,N,"-38,48424","-3,796147"
254,AT213,Parque Santa Maria,SR 9,,,00603:C,Inativo,Fiscalização,"Av. Padre Pedro de Alencar, 2037 [S-N]",Av. Pe. Pedro de Alencar [S-N],Meio de quadra,20140702,20201211,Metrológico,2,2,2,S,S,"-38,494465","-3,845733"
253,AT212,Parque Santa Maria,SR 9,,,00603:C,Inativo,Fiscalização,"Av. Padre Pedro de Alencar, 1880 [N-S]",Av. Pe. Pedro de Alencar [N-S],Meio de quadra,20140702,20170123,Metrológico,2,2,2,S,S,"-38,494466","-3,844235"
567,1385831,Guajeru,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua José Hipólito, 30m antes da Rua Miguel Gurgel [L-O]",R. José Hipólito [L-O],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,481226","-3,838174"
81,FS065,Parque Iracema,SR 6,,,00256:C,Inativo,Fiscalização,"Av. Ministro José Américo, 584 [O-L]",CE-402 ? Rd. Ministro José Américo [O-L],Travessia de pedestres,20130405,20141102,Metrológico,2,2,2,S,S,"-38,494494","-3,810705"
80,FS064,Parque Iracema,SR 6,,,00256:C,Inativo,Fiscalização,"Av. Ministro José Américo, 660 - Oposto [L-O]",CE-402 ? Rd. Ministro José Américo [L-O],Travessia de pedestres,20130405,20141102,Metrológico,2,2,2,S,S,"-38,494176","-3,810448"
561,1385825,Messejana,SR 6,,,00603:C,Inativo,Coleta de Dados,"Av. Jornalista Thomaz Coelho, 715 [L-O]",Av. Jornalista Thomaz Coelho [L-O],Meio de quadra,,20170123,Não-metrológico,2,1,1,S,N,"-38,502614","-3,831701"
562,1385826,Messejana,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua Padre Pedro de Alencar, 50m após a Rua Veneza [S-N]",R. Pe. Pedro de Alencar [S-N],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,49408","-3,835698"
563,1385827,Messejana,SR 6,,,00603:C,Inativo,Coleta de Dados,"Rua Padre Pedro de Alencar, 52m após a Rua Guarujá [N-S]",R. Pe. Pedro de Alencar [N-S],Meio de quadra,,20170123,Não-metrológico,2,2,2,S,N,"-38,494167","-3,835568"
262,TST03,Messejana,SR 6,,,00603:C,Inativo,Teste,"Av. Thomás Coelho, em frente ao Terminal de Messejana [O-L]",Av. Jornalista Thomaz Coelho [O-L],Meio de quadra,,,Não-metrológico,2,0,0,S,N,"-38,502346","-3,831806"
559,1385823,Messejana,SR 6,,,00603:C,Inativo,Coleta de Dados,"Av. Jornalista Thomaz Coelho, 555A -Oposto [L-O]",Av. Jornalista Thomaz Coelho [L-O],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,499457","-3,83239"
560,1385824,Messejana,SR 6,,,00603:C,Inativo,Coleta de Dados,"Av. Jornalista Thomaz Coelho, 45m antes da Rua João Ivo [O-L]",Av. Jornalista Thomaz Coelho [O-L],Meio de quadra,,20170123,Não-metrológico,1,1,1,S,N,"-38,497794","-3,832441"
