;ITEM;TIPO;DISTRITO;INEP;UNIDADE ESCOLAR;ENDEREÇO;BAIRRO;CEP;lat;lon
291;450;CEI;V;_;CEI PROFESSOR JACINTO BOTELHO;RUA CEL. MANOEL ALBANO, 288;MONDUBIM;60711465;-3.806533689503894;-38.56925480519689
292;455;CEI;V;_;CEI CHICO ANYSIO;RUA ALVES BEZERRA, 788;SIQUEIRA;60736130;-3.804560963573887;-38.61157076408595
293;458;CEI;V;_;CEI FRANCISCO EDMILSON PINHEIRO*;AV. H, 2115;GRANJA LISBOA;60533667;-3.7772482828995164;-38.61738946528057
294;461;CEI;V;_;CEI JORNALISTA DEMOCRITO DUMMAR;RUA JOSÉ DANTAS PEREIRA, 334;CANINDEZINHO;60734670;-3.8218879704623157;-38.60827320597538
295;462;CEI;V;_;CEI MANOEL MALVEIRA MAIA;RUA DANDARA KETLEY, 2890A;GRANJA LISBOA;60540122;-3.7907974998577356;-38.61952508643536
296;464;CEI;V;_;CEI ALAIDE AUGUSTO DE OLIVEIRA;RUA E, 187 (CONJUNTO IMPERIAL);CONJUNTO ESPERANÇA;60763664;-3.813658950427276;-38.59587961628976
297;465;CEI;V;_;CEI PADRE CICERO ROMAO BATISTA;RUA 106, 377;CONJUNTO ESPERANÇA;60763550;-3.814104301832842;-38.59126294018736
298;466;CEI;V;_;CEI PROFESSOR JOSE CIRIO PEREIRA FILHO;RUA RUBI, 100;SIQUEIRA;60732495;-3.805844409193077;-38.62271509591
299;467;CEI;V;_;CEI PROFESSORA LIREDA FACO;RUA TRÊS CORAÇÕES, 735;GRANJA LISBOA;60540441;-3.7882300388847385;-38.60979098390898
300;468;CEI;V;_;CEI RACHEL VIANA MARTINS;RUA TUCUNDUBA, 2703;GRANJA LISBOA;60540121;-3.7930821043371337;-38.625186253736096
301;475;CEI;V;_;CEI MARIA ROSA DE ALMEIDA;RUA SOUSA CARVALHO, 625;BONSUCESSO;60541646;-3.7834593696753935;-38.59009604006795
302;478;CRP;V;_;CRECHE CRIANÇA ESPERANÇA;RUA DIVINA, 130;SIQUEIRA;60736120;-3.8076052830996816;-38.60761753168978
303;479;CRP;V;_;CRECHE SONHO DE CRIANCA 1;RUA VIDAL DE NEGREIROS, 359;JARDIM CEARENSE;60712108;-3.799915476182696;-38.56468107081426
304;480;CRP;V;_;CRECHE PEQUENOS BRILHANTES;RUA OTÁVIO LIMA, 90;ARACAPÉ;60764545;-3.8277044409858396;-38.58842108526483
305;482;CRP;V;_;CRECHE FELIZ AMANHECER;RUA 106, 100;NOVO MONDUBIM;60764290;-3.808923119463909;-38.58773798729429
306;483;CRP;V;_;CRECHE CRIANCA FELIZ 2;RUA FRIÉZIO BARROSO, 820;MONDUBIM;60761570;-3.8122984754239484;-38.56172205339905
307;484;CRP;V;_;CRECHE ALEGRIA DE CRIANCA;RUA DR. RAIMUNDO MAIA, 433;MONDUBIM;60761520;-3.814818261729806;-38.56176806023429
308;485;CRP;V;_;CRECHE TIA LELEU;RUA FRIÉZIO BARROSO, 326;MONDUBIM;60761570;-3.813232925288958;-38.560526715683345
309;486;CRP;V;_;CRECHE TIA AUGUSTA;RUA AMÉRICO ROCHA LIMA, 587;MANOEL SÁTIRO;60713240;-3.7992566224510296;-38.580376523427354
310;487;CRP;V;_;CRECHE RAIO DE LUZ;RUA JOSÉ ABÍLIO, 976;GRANJA PORTUGAL;60541052;-3.783134810194923;-38.60041285584231
311;488;CRP;V;_;CRECHE DONA EULALIA UCHOA ALVES;RUA MATEUS LEMOS, 1190;GRANJA PORTUGAL;60540805;-3.784805601168185;-38.6022788625758
312;491;CRP;V;_;CRECHE JOSE ORDELIO MENDES ALVES;RUA COSTA FREIRE, 2472;PARQUE SÃO JOSÉ;60730255;-3.7993925434665536;-38.59098492137644
313;493;CRP;V;_;CRECHE NOVO MUNDO PIONEIRO;RUA PEREIRA BARBOSA, 1460;SIQUEIRA;60732382;-3.8020883684629787;-38.62847892570326
314;495;CRP;V;_;CRECHE VIDA NOVA;RUA VALDEMAR PAES, 1208;BOM JARDIM;60545055;-3.7953102538652206;-38.602643766645954
315;496;CRP;V;_;CRECHE ALIANCA;RUA MARIA DE JESUS, 10;SIQUEIRA;60731710;-3.8041975389064078;-38.60458468894981
316;497;CRP;V;_;CRECHE PROJETO JOAOZINHO;RUA BULGÁRIA, 822;MANOEL SÁTIRO;60713500;-3.7985118260527897;-38.579667828284435
317;498;CRP;V;_;CRECHE TIA MAZE;RUA AMÉRICO ROCHA LIMA, 776;MANOEL SÁTIRO;60713240;-3.798646679778356;-38.58220380816058
318;499;CRP;V;_;CRECHE SANTO ANTONIO II;RUA COMENDADOR GARCIA, 1823;PARQUE SÃO JOSÉ;60730235;-3.7987471487831934;-38.58794068863035
319;501;CRP;V;_;CRECHE PEQUENO GENIO;RUA NOVA CONQUISTA, 692;BOM JARDIM;60543355;-3.795573294008702;-38.60021504722163
320;502;CRP;V;_;CRECHE ENCANTOS DE CELESTE;RUA CARLOS CHAGAS, 2080;GRANJA PORTUGAL;60541555;-3.776053364972103;-38.598737567915826
321;503;CRP;V;_;CRECHE MEU MUNDO AZUL;RUA PROFESSOR CABRAL, 888;PARQUE SANTA ROSA;60762775;-3.821226757472546;-38.596417543900934
322;504;CRP;V;_;CRECHE MUNDO FELIZ;RUA FRANCISCO DOMINGOS, 1388;BONSUCESSO;60541575;-3.7772035832832898;-38.59219952577908
323;505;CRP;V;_;CRECHE MEU ANJO;RUA VEREADORA ZÉLIA CORREIA DE SOUSA, 897;MONDUBIM;60761515;-3.8128908493899356;-38.55766757430581
324;506;CRP;V;_;CRECHE TIO CAZUZA;RUA VICENTE CELESTINO, 1230;PARQUE PRESIDENTE VARGAS;60765640;-3.824345739388055;-38.597668161974184
325;508;CRP;V;_;CRECHE CORAÇÃO DE MARIA;RUA SÃO BASÍLIO, 979;PARQUE PRESIDENTE VARGAS;60762765;-3.8186766881328897;-38.600298507809235
326;509;CRP;V;_;CENTRO DE DESENVOLVIMENTO INTEGRADO DA VIDA;RUA XAVIER DA SILVEIRA, 2644;GRANJA LISBOA;60540215;-3.7916209684903763;-38.613906613526
327;510;CRP;V;_;CRECHE HOTELZINHO ESPAÇO DA CRIANÇA;RUA NOVA CONQUISTA, 406;BOM JARDIM;60543355;-3.796389345029723;-38.59796628437581
328;511;CRP;V;_;CRECHE TIA HELENA;RUA OSCAR FRANÇA, 2904;GRANJA LISBOA;60540374;-3.786191878214316;-38.616597512462796
329;512;CRP;V;_;CRECHE CORES E BRINCADEIRAS;AV. I, 897;GRANJA PORTUGAL;60541617;-3.773054913380257;-38.59773190247489
