;ITEM;TIPO;DISTRITO;INEP;UNIDADE ESCOLAR;ENDEREÇO;BAIRRO;CEP;lat;lon
0;2;EMTP;I;23263296;ESCOLA MUNICIPAL AGOSTINHO MOREIRA E SILVA;RUA PERI, 20;BARRA DO CEARÁ;60331270;-3.7005495922345384;-38.585680979495365
1;3;EMTP;I;23264144;ESCOLA MUNICIPAL ALDEIDES REGIS;RUA IRINEU DE SOUSA, 183;ÁLVARO WEYNE;60337180;-3.711434745490327;-38.56739243944363
2;4;EMTP;I;23215267;ESCOLA MUNICIPAL ANTONIO CORREIA LIMA;RUA HERMES PARAÍBA, 934;VILA VELHA;60347155;-3.712537196613064;-38.592089868038464
3;5;EMTP;I;23184221;ESCOLA MUNICIPAL ANTONIO MENDES;RUA DONA MENDINHA, 682;CRISTO REDENTOR;60337385;-3.708643507373806;-38.570029266255666
4;6;EMTP;I;23066520;ESCOLA MUNICIPAL CASIMIRO JOSE DE LIMA FILHO;AV. FRANCISCO SÁ, 6449;BARRA DO CEARÁ;60330875;-3.7093398286675376;-38.58206524515304
5;8;EMTP;I;23271507;ESCOLA MUNICIPAL DOIS DE DEZEMBRO;RUA ARAQUÉM, 860;BARRA DO CEARÁ;60331120;-3.7090944786492863;-38.58034346756004
6;9;EMTP;I;23255668;ESCOLA MUNICIPAL DOM ANTONIO BATISTA DE FRAGOSO;AV. FRANCISCO SÁ, 7945;BARRA DO CEARÁ;60330875;-3.704860207803578;-38.589649372436014
7;10;EMTP;I;23234300;ESCOLA MUNICIPAL DOM HELDER CAMARA;RUA FREI ODILON, 623B;FLORESTA;60336190;-3.7247832520891433;-38.57247731111701
8;12;EMTP;I;23257873;ESCOLA MUNICIPAL FRANCISCO EDILSON PINHEIRO;RUA N, 35;VILA VELHA;60349160;-3.7185106723595007;-38.60302368236085
9;13;EMTP;I;23071168;ESCOLA MUNICIPAL FRANCISCO SILVA CAVALCANTE;AV. CONSELHEIRO LAFAYETTE, 205;FLORESTA;60340192;-3.7185762208349304;-38.579767961089985
10;14;EMTP;I;23234318;ESCOLA MUNICIPAL HERONDINA LIMA CAVALCANTE;AV. AMBIENTALISTA ARY THERS, 310;VILA VELHA;60348100;-3.7158511960748104;-38.598011781737874
11;15;EMTP;I;23071028;ESCOLA MUNICIPAL HILBERTO SILVA;AV. PRESIDENTE CASTELO BRANCO, 2973;CARLITO PAMPLONA;60312060;-3.712239469025537;-38.555623352332574
12;16;EMTP;I;23256036;ESCOLA MUNICIPAL JADER DE FIGUEIREDO CORREIA;RUA TOCANDIRA, 61;BARRA DO CEARÁ;60330155;-3.7058598109701966;-38.589720323293506
13;17;EMTP;I;23255749;ESCOLA MUNICIPAL JESUS CRISTO;RUA ALBERTO FERREIRA, 564;JARDIM IRACEMA;60341140;-3.721937265655771;-38.583417598309836
14;18;EMTP;I;23072270;ESCOLA MUNICIPAL JOSE DE ALENCAR;RUA ALBERTO FERREIRA, 248;JARDIM IRACEMA;60341140;-3.7197200741424528;-38.58335821376504
15;19;EMTP;I;23263326;ESCOLA MUNICIPAL LORHAN MARQUES MEDEIROS;RUA CREUZA ROCHA, 255;JARDIM GUANABARA;60346352;-3.7219336010974544;-38.59102219464952
16;20;EMTP;I;23255641;ESCOLA MUNICIPAL MANOEL RODRIGUES;RUA MARIA CLARA, 1237;JARDIM GUANABARA;60346218;-3.7248247156993464;-38.59154083330122
17;21;EMTP;I;23255854;ESCOLA MUNICIPAL MARIA DALVA SEVERINO MARREIRO;RUA RIO PARAGUAI, 782;JARDIM IRACEMA;60341270;-3.7253005737278646;-38.5844129165463
18;22;EMTP;I;23257881;ESCOLA MUNICIPAL MARIA MARIZA MENDES DE CARVALHO;RUA RAIMUNDO CUNHA, 1174;VILA VELHA;60345151;-3.719944971526035;-38.60611377740163
19;23;EMTP;I;23190787;ESCOLA MUNICIPAL MARIA ROSELI LIMA MESQUITA;RUA FRANCISCO CALAÇA, 1791;ÁLVARO WEYNE;60336045;-3.717155560437788;-38.573816026222694
20;24;EMTP;I;23074876;ESCOLA MUNICIPAL MOURA BRASIL;RUA PADRE MORORÓ, 189;MOURA BRASIL;60010100;-3.7185079637552287;-38.53509804444458
21;25;EMTP;I;23255889;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;RUA CÔNSUL GOUVEIA, 57;ÁLVARO WEYNE;60335390;-3.716869741157048;-38.56177579664564
22;26;EMTP;I;23272716;ESCOLA MUNICIPAL PATATIVA DO ASSARE;RUA FREI TEOBALDO, 646;ÁLVARO WEYNE;60335220;-3.715268112068156;-38.56212527160052
23;27;EMTP;I;23072504;ESCOLA MUNICIPAL PROFESSOR JOSE PARSIFAL BARROSO;RUA MAJOR ASSIS, 1076;JARDIM GUANABARA;60346372;-3.7232862672258973;-38.58870484180508
24;28;EMTP;I;23072520;ESCOLA MUNICIPAL PROFESSOR JOSE REBOUCAS MACAMBIRA;RUA CIDADE DE CARIÚS, 200;JARDIM GUANABARA;60346271;-3.7219336010974544;-38.59102219464952
25;29;EMTP;I;23076682;ESCOLA MUNICIPAL QUINTINO CUNHA;RUA MARIA CLARA, 1263;JARDIM GUANABARA;60346218;-3.724692601722691;-38.59186076654263
26;30;EMTP;I;23255960;ESCOLA MUNICIPAL RACHEL DE QUEIROZ;AV. PRESIDENTE CASTELO BRANCO, 5010;BARRA DO CEARÁ;60334100;-3.7049338745422897;-38.57649147363473
27;31;EMTP;I;23255951;ESCOLA MUNICIPAL RAIMUNDO DE SOUSA MANGUEIRA;RUA ALBERTO FERREIRA, 624;JARDIM IRACEMA;60341140;-3.7228514721631516;-38.583498307271796
28;33;EMTP;I;23069198;ESCOLA MUNICIPAL SANTA TEREZA;AV. MONSENHOR HÉLIO CAMPOS, 92;CRISTO REDENTOR;60336800;-3.7059930972719335;-38.5633882235148
29;34;EMTP;I;23067756;ESCOLA MUNICIPAL SAO CURA DARS;RUA SANTA ELISA, 722;CRISTO REDENTOR;60311020;-3.7061268612783183;-38.55949314245276
30;39;EMTI;I;23529989;ESCOLA MUNICIPAL DE TEMPO INTEGRAL ALDEMIR MARTINS;AV. FRANCISCO SÁ, 7460;BARRA DO CEARÁ;60330878;-3.706229151242512;-38.58519205692135
31;40;EMTI;I;23271493;ESCOLA MUNICIPAL DE TEMPO INTEGRAL NOSSA SENHORA DE FATIMA;RUA SILVIO ROMERO, 370;FLORESTA;60336100;-3.71918868611927;-38.57451035219179
32;42;EMTP;I;23064870;ESCOLA MUNICIPAL ALBA FROTA;AV. DOM MANUEL, 914;CENTRO;60060090;-3.731957598161701;-38.52265676202283
33;43;EMTP;I;23245379;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;RUA TERESA CRISTINA, 112;CENTRO;60015140;-3.721528015932297;-38.53546730064979
34;44;EMTP;I;23269170;ESCOLA MUNICIPAL SAO RAFAEL;RUA DOS TABAJARAS, 244;PRAIA DE IRACEMA;60060510;-3.7193318418664885;-38.517800268008884
35;45;EMTP;I;23259418;ESCOLA MUNICIPAL 11 DE AGOSTO;AV. CORONEL CARVALHO, 3121;JARDIM IRACEMA;60341641;-3.7303546390613347;-38.58449798696847
36;47;CEI;I;_;CEI AGOSTINHO MOREIRA E SILVA;RUA PERI, 20;BARRA DO CEARÁ;60331270;-3.7005495922345384;-38.585680979495365
37;50;CEI;I;_;CEI DOIS DE DEZEMBRO;RUA ARAQUÉM, 860;BARRA DO CEARÁ;60331120;-3.7090944786492863;-38.58034346756004
38;51;CEI;I;_;CEI DOM HELDER CAMARA;RUA FREI ODILON, 623;FLORESTA;60336190;-3.7247832520891433;-38.57247731111701
39;53;CEI;I;_;CEI MARIA MARIZA MENDES DE CARVALHO;RUA RAIMUNDO CUNHA, 1174;VILA VELHA;60345151;-3.719944971526035;-38.60611377740163
40;55;CEI;I;_;CEI MOURA BRASIL;RUA ADARIAS DE LIMA, 378;MOURA BRASIL;60010130;-3.719610383479232;-38.53509215374065
41;57;CEI;I;_;CEI PROFESSOR JOSE REBOUCAS MACAMBIRA;RUA CARIÚS, 200;JARDIM GUANABARA;60346271;-3.7219336010974544;-38.59102219464952
42;59;CEI;I;_;CEI JESUS CRISTO;RUA ALBERTO FERREIRA, 564;JARDIM IRACEMA;60341140;-3.721937265655771;-38.583417598309836
43;65;CEI;I;_;CEI NOSSA SENHORA APARECIDA;RUA TERESA CRISTINA, 112;CENTRO;60015140;-3.721528015932297;-38.53546730064979
44;66;CEI;I;_;CEI SAO RAFAEL;RUA DOS TABAJARAS, 480;PRAIA DE IRACEMA;60060510;-3.7197299115427427;-38.51553081296965
45;67;CEI;I;_;CEI 11 DE AGOSTO;RUA ALBERTO FERREIRA, 1790;JARDIM IRACEMA;60341140;-3.7305348999871324;-38.584223595809036
46;68;CRP;I;_;CRECHE AMADEU BARROS LEAL;AV. FILOMENO GOMES, 110;JACARECANGA;60010280;-3.7240074227367486;-38.54235076774286
47;69;CRP;I;_;CRECHE ANJOS DE DEUS;RUA DONA MENDINHA, 191;CRISTO REDENTOR;60337385;-3.7044569415504878;-38.568661869684995
48;71;CRP;I;_;CRECHE VOVO TONICO;RUA DR. HUGO ROCHA, 212;ÁLVARO WEYNE;60335770;-3.7142578766449623;-38.571514674703636
49;72;CRP;I;_;CRECHE VOVO IOLETE;RUA IRINEU DE SOUSA, 197;ÁLVARO WEYNE;60337180;-3.711319753232821;-38.567558372117
50;73;CRP;I;_;CRECHE CONSTRUINDO O FUTURO;RUA OTÁVIO PARANHOS, 35;JARDIM IRACEMA;60341515;-3.718095573018583;-38.5854927917101
51;77;CRP;I;_;CRECHE UNIVERSO INFANTIL;RUA CARLOS WALRAVEN, 367;JARDIM GUANABARA;60346672;-3.7201009231181907;-38.59219634917159
52;78;CRP;I;_;CRECHE TIA ARLETE;RUA SÃO ROQUE, 32;ÁLVARO WEYNE;60336060;-3.7160443632874935;-38.57103725228902
53;79;EMTP;II;23064994;ESCOLA MUNICIPAL ALMERINDA DE ALBUQUERQUE;RUA ANA GONÇALVES, 1105;TAUAPE;60130490;-3.758787767699824;-38.506119616695095
54;80;EMTP;II;23065052;ESCOLA MUNICIPAL ALVORADA;RUA ANGRA DOS REIS, 234;SAPIRANGA/COITÉ;60833046;-3.791977506861418;-38.4747189937388
55;81;EMTP;II;23067330;ESCOLA MUNICIPAL COLONIA Z-8;RUA MANUEL JESUINO, 370;MUCURIPE;60175270;-3.7288646609331764;-38.485404294540565
56;83;EMTP;II;23068302;ESCOLA MUNICIPAL ELEAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA, 349;CAIS DO PORTO;60180720;-3.722326503633166;-38.47572609873692
57;84;EMTP;II;23250275;ESCOLA MUNICIPAL FREI AGOSTINHO FERNANDES;AV. CÉSAR CALS, 2370;PRAIA DO FUTURO I;60182405;-3.7379741800267157;-38.456516978355616
58;85;EMTP;II;23186160;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AV. DIOGUINHO, 5925;PRAIA DO FUTURO II;60183709;-3.7651678014222933;-38.44064925872165
59;86;EMTP;II;23257369;ESCOLA MUNICIPAL GODOFREDO DE CASTRO FILHO;AV. JOSÉ SABÓIA, 905;CAIS DO PORTO;60180480;-3.717294325038121;-38.465746915644786
60;87;EMTP;II;23077611;ESCOLA MUNICIPAL IRMA SIMAS;RUA JOÃO MARIANO, 608;SAPIRANGA/COITÉ;60833052;-3.7907994300589967;-38.47555077322695
61;88;EMTP;II;23257482;ESCOLA MUNICIPAL JOSE CARLOS DE PINHO;RUA LUÍZA MIRANDA COELHO, 595;ENGENHEIRO LUCIANO CAVALCANTE;60811110;-3.7733652515182294;-38.4915624448239
62;89;EMTP;II;23072350;ESCOLA MUNICIPAL JOSE DIAS MACEDO;RUA NUNES VALENTE, 809;MEIRELES;60125070;-3.7316521081536935;-38.50203629887142
63;90;EMTP;II;23072512;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AV. DA ABOLIÇÃO, 3984;MUCURIPE;60165082;-3.725661535397333;-38.4838498621276
64;91;EMTP;II;23233729;ESCOLA MUNICIPAL LUIS ANGELO PEREIRA;RUA OSMUNDO CAVALCANTE DE OLIVEIRA, 90;VICENTE PINZÓN;60175552;-3.726495746647524;-38.47702093335481
65;92;EMTP;II;23270560;ESCOLA MUNICIPAL MARIA ALICE;RUA RAIMUNDO OLIVEIRA FILHO, 95;PAPICU;60175175;-3.7348276430737712;-38.48330392128173
66;94;EMTP;II;23257393;ESCOLA MUNICIPAL NOSSA SENHORA DO SAGRADO CORACAO EI/EF;RUA ANA GONÇALVES, 1;TAUAPE;60130490;-3.759547172317057;-38.51681126390457
67;95;EMTP;II;23250631;ESCOLA MUNICIPAL PROFESSOR ERNESTO GURGEL;RUA CORONEL OLEGÁRIO MEMÓRIA, 3105;SAPIRANGA/COITÉ;60833045;-3.7903495226291493;-38.466511969115466
68;96;EMTP;II;23070048;ESCOLA MUNICIPAL PROFESSOR FRANCISCO MAURICIO DE MATTOS DOURADO;RUA DES. FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;-3.7722215603324285;-38.479177118473146
69;97;EMTP;II;23187840;ESCOLA MUNICIPAL PROFESSOR LUIS COSTA;RUA JOSÉ GUILHERME DA COSTA, 156;ENGENHEIRO LUCIANO CAVALCANTE;60811300;-3.7696453917097705;-38.495898354305346
70;99;EMTP;II;23074779;ESCOLA MUNICIPAL PROFESSOR MONTEIRO DE MORAES;RUA EVILÁSIO ALMEIDA MIRANDA, 1608;SAPIRANGA/COITÉ;60833302;-3.7977813326139263;-38.46724194029444
71;101;EMTP;II;23064927;ESCOLA MUNICIPAL PROFESSORA ALDACI BARBOSA;RUA CORONEL OLEGÁRIO MEMÓRIA, 1257;SAPIRANGA/COITÉ;60833045;-3.791367332201689;-38.47652820716833
72;102;EMTP;II;23065958;ESCOLA MUNICIPAL PROFESSORA BELARMINA CAMPOS;RUA DOUTOR MANOEL RODRIQUES MONTEIRO, 840;VICENTE PINZÓN;60181805;-3.7252826331404667;-38.466546182703865
73;103;EMTP;II;23067462;ESCOLA MUNICIPAL PROFESSORA CONSUELO AMORA;AV. DOS JANGADEIROS, 577;VICENTE PINZÓN;60175440;-3.723910912419756;-38.47708414534344
74;104;EMTP;II;23256559;ESCOLA MUNICIPAL PROFESSORA JOSEFINA PARENTE DE ARAUJO;RUA PEDRO MAMEDE, 175;SABIAGUABA;60836075;-3.800594869680182;-38.44981050167263
75;106;EMTP;II;23264152;ESCOLA MUNICIPAL PROFESSORA MARIA ODNILRA CRUZ MOREIRA;AV. DAS ADENANTERAS, 800;MANUEL DIAS BRANCO;60190560;-3.7559366503195935;-38.46804463561597
76;107;EMTP;II;23257440;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AV.ZEZÉ DIOGO, 1247;CAIS DO PORTO;60180012;-3.718115244403382;-38.46402255915314
77;110;EMTI;II;23065028;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ALVARO COSTA;AV. VICENTE DE CASTRO, 6074;CAIS DO PORTO;60180410;-3.711815079280111;-38.471851723772794
78;112;EMTI;II;23264810;ESCOLA MUNICIPAL DE TEMPO INTEGRAL AMBIENTAL DRA. FRANCISCA DE ASSIS CANITO DA FROTA;RUA MONSENHOR SALAZAR, 2432;TAUAPE;60130371;-3.756179025635184;-38.50234637473793
79;114;CEI;II;_;CEI JOSE DIAS MACEDO;RUA JAGUARIBE, 77;ALDEOTA;60125020;-3.731867118013953;-38.50390164181792
80;115;CEI;II;_;CEI ALMERINDA DE ALBUQUERQUE;TRAV. LIBERTADORES, 57;TAUAPE;60130720;-3.761300579781105;-38.51371945377747
81;116;CEI;II;_;CEI DARCY RIBEIRO;RUA FAUSTO CABRAL, 357;VICENTE PINZÓN;60175415;-3.7329152691227954;-38.47838307096776
82;118;CEI;II;_;CEI FREI AGOSTINHO FERNANDES;AV. CÉSAR CALS, 2370;PRAIA DO FUTURO I;60182405;-3.7379741800267157;-38.456516978355616
83;119;CEI;II;_;CEI FREI TITO DE ALENCAR LIMA;AV. DIOGUINHO, 5925;PRAIA DO FUTURO II;60183709;-3.7651678014222933;-38.44064925872165
84;120;CEI;II;_;CEI GODOFREDO DE CASTRO FILHO;AV. JOSÉ SABÓIA, 905;CAIS DO PORTO;60180480;-3.717294325038121;-38.465746915644786
85;122;CEI;II;_;CEI MENINO MALUQUINHO;RUA DOUTOR JOSÉ LINO, 980;VARJOTA;60175426;-3.730884867118595;-38.48282155825481
86;126;CEI;II;_;CEI PROFESSORA ANTONIETA CALS;RUA JÚLIA VASCONCELOS, 67;TAUAPE;60120320;-3.755779109851462;-38.50621910961075
87;127;CEI;II;_;CEI PROFESSORA BELARMINA CAMPOS;RUA DOUTOR MANOEL RODRIGUES MONTEIRO, 840;VICENTE PINZÓN;60181805;-3.7252826331404667;-38.466546182703865
88;134;CEI;II;_;CEI MARIA DAS DORES BEZERRA DE CARVALHO;RUA MANUEL BERNARDO, 11;SAPIRANGA/COITÉ;60833601;-3.80375790332865;-38.461264551719715
89;137;CRP;II;_;CRECHE FILIPPO SMALDONE;RUA ADOLFO SIQUEIRA, 273;JOAQUIM TÁVORA;60135140;-3.743182811207082;-38.51835875413401
90;138;CRP;II;_;CRECHE SAO GABRIEL;RUA ANA GONÇALVES, 141;TAUAPE;60130490;-3.759987571377627;-38.515042125259384
91;139;CRP;II;_;CRECHE SONHO INFANTIL;RUA ESTRELA DO ORIENTE, 151;VICENTE PINZÓN;60181140;-3.727720526910456;-38.474695222169615
92;140;CRP;II;_;CRECHE VIDA VIDEIRA;RUA DR. ERNESTO MONTEIRO, 2990;SAPIRANGA/COITÉ;60833272;-3.799799146009665;-38.470444327052604
93;141;CRP;II;_;CRECHE SAMURA;RUA EUCLIDES ONOFRE DE SOUSA, 1500;SAPIRANGA/COITÉ;60833252;-3.7972938075103477;-38.46591466491946
94;143;CRP;II;_;CRECHE NOVIDADE DE VIDA;RUA DR. WALDEMAR DE ALCÂNTARA, 2535;SAPIRANGA/COITÉ;60833241;-3.7972869007956462;-38.46150587462425
95;144;CRP;II;_;CRECHE TIA KAROL;RUA FIRMO ANANIAS CARDOSO, 2540;SAPIRANGA/COITÉ;60833331;-3.797847017369301;-38.46550139965032
96;146;CAEE;II;23190710;INSTITUTO FILIPPO SMALDONE;RUA ADOLFO SIQUEIRA , 273;JOAQUIM TÁVORA;60135140;-3.743182811207082;-38.51835875413401
97;147;CAEE;II;23071311;INSTITUTO PESTALOZZI DO CEARÁ ESPECIAL;RUA BARÃO DE ARACATI , 696;MEIRELES;60115080;-3.7273616704134627;-38.51055145793367
98;148;CAEE;II;23074604;MINHA ESCOLA PROFISSIONALIZANTE;RUA ROGACIANO LEITE , 2001;ENGENHEIRO LUCIANO CAVALCANTE;60810475;-3.768303045848584;-38.49696288537523
99;149;CAEE;II;23076909;RECANTO PSICO-PEDAGÓGICO;RUA ARY BARROSO,55;PAPICU;60175705;-3.7387739199005585;-38.47477519552949
100;150;EMTP;III;23069937;ESCOLA MUNICIPAL FAUSTINO DE ALBUQUERQUE;RUA AMARO CAVALCANTE, 221;MONTE CASTELO;60326130;-3.7240787658928163;-38.554241584998664
101;151;EMTP;III;23068892;ESCOLA MUNICIPAL FREI LAURO SCHWARTE;RUA ANTONIO POMPEU, 2005;FARIAS BRITO;60015107;-3.7320386257618994;-38.54122967212611
102;152;EMTP;III;23070870;ESCOLA MUNICIPAL GUSTAVO BARROSO;RUA ERETIDES MARTINS, 26;SÃO GERARDO;60320350;-3.7327094061029094;-38.55789048136302
103;153;EMTP;III;23263334;ESCOLA MUNICIPAL LENIRA JUREMA DE MAGALHAES;RUA TEÓFILO GURGEL, 111;MONTE CASTELO;60325250;-3.7260745855903985;-38.54619337309538
104;155;EMTP;III;23069538;ESCOLA MUNICIPAL HONORIO BEZERRA;RUA CAPITÃO NESTOR GÓIS, 400;ELLERY;60320380;-3.7232154606154264;-38.5614639580349
105;156;EMTP;III;23257644;ESCOLA MUNICIPAL MARIA CARDOSO;RUA FRANCISQUINHA PORTELA, 1151;QUINTINO CUNHA;60351840;-3.7262121594855984;-38.59849274877241
106;158;EMTP;III;23067934;ESCOLA MUNICIPAL ADROALDO TEIXEIRA CASTELO EI/EF;RUA ALAGOAS, 2267;PICI;60440387;-3.755473100860173;-38.57542856090824
107;159;EMTP;III;23065397;ESCOLA MUNICIPAL ANTONIO SALES;RUA TAVARES IRACEMA, 675;RODOLFO TEÓFILO;60430070;-3.748437753460215;-38.55737171078477
108;161;EMTP;III;23546026;ESCOLA MUNICIPAL BERGSON GURJAO FARIAS;AV. SENADOR FERNANDES TÁVORA, 2500;DOM LUSTOSA;60526642;-3.756191260446121;-38.592153560772466
109;162;EMTP;III;23272732;ESCOLA MUNICIPAL DEPUTADO GERONCIO BEZERRA;TV. MANUEL NUNES, 42;ANTÔNIO BEZERRA;60356845;-3.736941855470259;-38.59132648944824
110;163;EMTP;III;23067977;ESCOLA MUNICIPAL DOLORES ALCANTARA;RUA AZEVEDO BARRETO, 33;AUTRAN NUNES;60527050;-3.749479834279919;-38.59244548533627
111;164;EMTP;III;23072555;ESCOLA MUNICIPAL DOM JOSE TUPINAMBA DA FROTA;RUA VIRIATO RIBEIRO, 1031;BELA VISTA;60442642;-3.7495683637618695;-38.5623101007593
112;166;EMTP;III;23070471;ESCOLA MUNICIPAL GABRIEL CAVALCANTE;QUADRA F, 167 (CONJUNTO PRESIDENTE CASTELO BRANCO);PRESIDENTE KENNEDY;60357250;-3.729418133854661;-38.57025045947228
113;168;EMTP;III;23270675;ESCOLA MUNICIPAL JOSE CARLOS DA COSTA RIBEIRO;RUA PIO SARAIVA, 335;QUINTINO CUNHA;60352470;-3.737172952023373;-38.59885042585005
114;169;EMTP;III;23245212;ESCOLA MUNICIPAL JOSE NAURI BRAGA;RUA LILIA ABREU, 231;PICI;60442525;-3.749755762024798;-38.56656012880854
115;170;EMTP;III;23073080;ESCOLA MUNICIPAL MONSENHOR LINHARES;RUA PROFESSOR LINO ENCARNAÇÃO, 1130;AMADEU FURTADO;60455515;-3.7453569322257394;-38.56009150550045
116;171;EMTP;III;23257237;ESCOLA MUNICIPAL MURILO SERPA;RUA MONSENHOR HIPÓLITO BRASIL, 1400;DOM LUSTOSA;60526055;-3.7559310720912333;-38.58392046345562
117;173;EMTP;III;23075120;ESCOLA MUNICIPAL NILSON HOLANDA;RUA VIRIATO RIBEIRO, 890;BELA VISTA;60442642;-3.7492049818001467;-38.56181425133712
118;174;EMTP;III;23068469;ESCOLA MUNICIPAL PADRE JOSEFINO CABRAL EI/EF;AV. SARGENTO HERMÍNIO, 5598;ANTÔNIO BEZERRA;60350484;-3.733783557592719;-38.5889958846603
119;175;EMTP;III;23072911;ESCOLA MUNICIPAL PRESIDENTE KENNEDY;AV. LINEU MACHADO, 811;JÓQUEI CLUBE;60520101;-3.7681565614211703;-38.57769990965096
120;176;EMTP;III;23188375;ESCOLA MUNICIPAL PROFESSOR CLODOALDO PINTO;RUA BANVARTH BEZERRA, 100;PADRE ANDRADE;60356400;-3.730949114571516;-38.58111345270394
121;178;EMTP;III;23263040;ESCOLA MUNICIPAL PROFESSOR GERARDO MILTON DE SA;RUA DOUTOR VALE COSTA, 668;ANTÔNIO BEZERRA;60360720;-3.7422309852271707;-38.589542463758136
122;179;EMTP;III;23072156;ESCOLA MUNICIPAL PROFESSOR JOSE SOBREIRA DE AMORIM;RUA ESTRADA DO PICI, 1083;HENRIQUE JORGE;60510206;-3.7649074140035164;-38.57893518173498
123;180;EMTP;III;23189681;ESCOLA MUNICIPAL PROFESSORA MARIA LIDUINA CORREA LEITE;RUA FERNÃO MAGALHÃES, 120;PICI;60440550;-3.749371617491025;-38.570353223304444
124;181;EMTP;III;23187778;ESCOLA MUNICIPAL SANTA MARIA;RUA CUIABÁ, 1465;HENRIQUE JORGE;60510182;-3.764735083497746;-38.58800934334935
125;182;EMTP;III;23257075;ESCOLA MUNICIPAL SAO CARLOS;TV. BRASIL, 120;QUINTINO CUNHA;60352480;-3.737172952023373;-38.59885042585005
126;183;EMTP;III;23256060;ESCOLA MUNICIPAL SAO JOSE;AV. DOUTOR THEBERGE, 2288;PRESIDENTE KENNEDY;60355000;-3.7246115077325643;-38.56888370309696
127;184;EMTP;III;23257750;ESCOLA MUNICIPAL SAO RAIMUNDO;RUA ALEXANDRÉ BARAÚNA, 1450;RODOLFO TEÓFILO;60430160;-3.745255551386585;-38.55426845531789
128;186;EMTI;III;23331615;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR JOAQUIM FRANCISCO DE SOUSA FILHO;RUA JOAQUIM MARQUES, 13;PRESIDENTE KENNEDY;60356032;-3.730729421681222;-38.570563032138836
129;188;EMTP;III;23075856;ESCOLA MUNICIPAL PAULO SARASATE;RUA PEDRO MUNIZ, 250;DEMÓCRITO ROCHA;60440060;-3.764091921195178;-38.56312671307236
130;189;EMTP;III;23068167;ESCOLA MUNICIPAL EDILSON BRASIL SOAREZ;RUA 303D, 67;CONJUNTO CEARÁ II;60530570;-3.773645202304906;-38.61402597233143
131;191;EMTP;III;23233834;ESCOLA MUNICIPAL IRMA MARIA EVANETE;AV. D, 1015;GENIBAÚ;60533621;-3.7608608067882052;-38.60311161927986
132;192;EMTP;III;23257172;ESCOLA MUNICIPAL JOAO FREDERICO FERREIRA GOMES;RUA JOSÉ MENDONÇA, 1150;GENIBAÚ;60534090;-3.753776527810993;-38.601364017880265
133;193;EMTP;III;23264160;ESCOLA MUNICIPAL JOAO NUNES PINHEIRO;AV. F, 550;CONJUNTO CEARÁ I;60533644;-3.765700265640747;-38.60472940075627
134;194;EMTP;III;23257202;ESCOLA MUNICIPAL JOAO PAULO II;AV. C, 1381;CONJUNTO CEARÁ II;60533617;-3.770794889441721;-38.613700045173296
135;196;EMTP;III;23075015;ESCOLA MUNICIPAL MURILO AGUIAR;RUA 24 DE OUTUBRO, 655;GENIBAÚ;60534130;-3.754758837998482;-38.60279143138808
136;198;EMTP;III;23065125;ESCOLA MUNICIPAL PROFESSOR AMERICO BARREIRA;RUA RICARDO PONTES, 529;GENIBAÚ;60534020;-3.7627388870159515;-38.59991982943478
137;201;EMTI;III;23274930;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR PRISCO BEZERRA;AV. F, 702;CONJUNTO CEARÁ I;60533644;-3.7671145558065384;-38.604770009573826
138;205;CEI;III;_;CEI ROCHA LIMA;RUA ERETIDES MARTINS, 977;SÃO GERARDO;60320350;-3.7290597155832685;-38.55807709677085
139;208;CEI;III;_;CEI JOSE CARLOS DA COSTA RIBEIRO;TV. BRASIL, 70;QUINTINO CUNHA;60352480;-3.737172952023373;-38.59885042585005
140;209;CEI;III;_;CEI MURILO SERPA;RUA MACEIÓ, 628;DOM LUSTOSA;60526175;-3.757677796344962;-38.587701598687595
141;211;CEI;III;_;CEI PROFESSOR CLODOALDO PINTO;RUA BARVARTH BEZERRA, 100;PADRE ANDRADE;60356400;-3.730949114571516;-38.58111345270394
142;212;CEI;III;_;CEI PROFESSOR JOSE SOBREIRA DE AMORIM;RUA ESTRADA DO PICI, 1083;HENRIQUE JORGE;60510206;-3.7649074140035164;-38.57893518173498
143;213;CEI;III;_;CEI SANTA MARIA;RUA CUIABÁ, 1465;HENRIQUE JORGE;60510182;-3.764735083497746;-38.58800934334935
144;215;CEI;III;_;CEI BERGSON GURJAO DE FARIAS;AV. SENADOR FERNANDES TÁVORA, 2500;DOM LUSTOSA;60526642;-3.756191260446121;-38.592153560772466
145;218;CEI;III;_;CEI PAULO SARASATE;RUA PEDRO MUNIZ, 250;DEMÓCRITO ROCHA;60440060;-3.764091921195178;-38.56312671307236
